NCT.ID,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsors,Gender,Age.Groups,Phases,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,First.Received,Start.Date,Completion.Date,Last.Updated,Last.Verified,Acronym,Primary.Completion.Date,Outcome.Measures,URL,study.location,Drug,FDA_app,Number_ints,Brand_name_in_trial
NCT00494442,Study to Assess the Efficacy and Safety of a PARP Inhibitor for the Treatment of BRCA-Positive Advanced Ovarian Cancer,Completed,No Results Available,Ovarian Neoplasm,Drug: KU-0059436 (AZD2281)(PARP inhibitor),AstraZeneca|KuDOS Pharmaceuticals Limited,Female,Adult|Senior,Phase II,57,Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,KU36-58|D0810C00009,6/27/2007,01/06/2007,01/03/2009,5/14/2009,01/05/2009,ICEBERG 2,01/03/2009,Objective tumour response rate|Clinical benefit rate|Safety and tolerability,http://ClinicalTrials.gov/show/NCT00494442,"United States, &nbsp; Australia, &nbsp; Germany, &nbsp; Spain, &nbsp; Sweden, &nbsp; United Kingdom",1,0,1,NA
NCT00495495,Healozone Study to Evaluate the Safety and Efficacy of the Use of Ozone for Management of Dental Caries,Completed,Has Results,Dental Caries,Device: Ozone treatment|Device: Placebo treatment,Indiana University School of Dentistry|Tufts University|State University of New York at Buffalo,Both,Child|Adult,Phase II|Phase III,394,Other,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Outcomes Assessor)|Primary Purpose: Prevention",07-D-187|IDE G50008|Clinical Trials. gov,07/01/2007,01/02/2007,01/12/2009,01/05/2011,01/01/2011,,01/05/2009,ICDAS Severity Value|Change in Caries Lesion Activity|Progression of Radiographic Scores at 12 Months|Laser Fluorescence Progression-12 Month (Increase From <=20 to >=30)|Laser Fluorescence Progression-12 Month (Increase at Least 10),http://ClinicalTrials.gov/show/NCT00495495,United States,0,NA,2,NA
NCT00498550,Treatment of Schizophrenia and Comorbid Cannabis Use Disorder: Comparing Clozapine to Treatment-as-Usual,Completed,No Results Available,Schizophrenia|Dual Diagnosis|Schizoaffective Disorder|Psychotic Disorder|Cannabis Abuse,Drug: Clozapine|Drug: Treatment as usual,"National Institute on Drug Abuse (NIDA)|Dartmouth-Hitchcock Medical Center|University of Missouri, Kansas City|VA Medical Center-West Los Angeles|University of South Carolina",Both,Adult,Phase IV,35,NIH|Other|U.S. Fed,Interventional,Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment,R01 DA013196|DPMCDA,07/06/2007,01/10/2000,01/03/2009,4/15/2009,01/04/2009,,01/03/2009,Days of cannabis use as measured by the Timeline Followback|To begin to investigate the process by which Clozapine produces its affects on cannabis use through the study of negative symptoms using the Scale for the Assessment of Negative Symptoms.,http://ClinicalTrials.gov/show/NCT00498550,United States,1,1,2,1
NCT00498628,Study of the Effectiveness of Quetiapine for the Treatment of Alcohol Dependency,Completed,No Results Available,Alcoholism|Alcohol Abuse,Drug: Quetiapine fumarate|Other: Placebo,National Institute on Alcohol Abuse and Alcoholism (NIAAA)|Department of Veterans Affairs|National Institute on Drug Abuse (NIDA)|AstraZeneca,Both,Adult,Phase II,224,NIH|U.S. Fed|Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment",NIAAA_DTRR-2007-LITTEN-01,07/06/2007,01/12/2007,01/11/2009,02/02/2010,01/02/2010,,01/08/2009,Percentage of Days of Heavy Drinking,http://ClinicalTrials.gov/show/NCT00498628,United States,1,1,2,1
NCT00499577,"Stem Cell Transplant, Chemotherapy, and Biological Therapy in Treating Patients With High-Risk or Refractory Multiple Myeloma",Completed,No Results Available,Multiple Myeloma and Plasma Cell Neoplasm,Biological: CMV pp65 peptide|Biological: hTERT I540/R572Y/D988Y multipeptide vaccine|Biological: pneumococcal polyvalent vaccine|Biological: survivin Sur1M2 peptide vaccine,University of Maryland Greenebaum Cancer Center|National Cancer Institute (NCI),Both,Adult|Senior,Phase I|Phase II,56,Other|NIH,Interventional,Primary Purpose: Treatment,CDR0000552988|MSGCC-0610-GCC|UPCC-0610-GCC,07/10/2007,01/12/2006,NA,11/03/2010,01/08/2009,,01/02/2009,Toxicity at 21 and 28 days post-transplant|T-cell responses against the hTERT vaccine as measured by tetramer assays at 100 days post-transplant|Paraprotein levels in the blood or urine and serum free light chain analyses at 60 days and at 6 months post-transplant|Cytotoxic T-cell responses against autologous myeloma cell at day 100 post-transplant via chromium-51 release or flow-based assays|Maximum clinical response|1 and 2-year event-free survival|Overall survival rates|CD4 and CD8 T-cell responses against cytomegalovirus (CMV) at days 60 and 100 post-transplantation by CFSE dye dilution assays|Composite binding antibody responses at days 60 and day 100 post-transplant by ELISA,http://ClinicalTrials.gov/show/NCT00499577,United States,0,NA,4,NA
NCT00499889,"Imatinib Mesylate, Busulfan, Fludarabine, and ATG for CML Patients",Completed,No Results Available,Leukemia,Drug: Imatinib Mesylate|Drug: Fludarabine|Drug: Busulfan|Drug: ATG,M.D. Anderson Cancer Center|National Cancer Institute (NCI),Both,Child|Adult|Senior,Phase II,42,Other|NIH,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,ID02-901,07/10/2007,01/02/2003,01/11/2009,7/26/2010,01/07/2010,,01/11/2009,Number of Patients with Molecular Complete Remission at 1 year,http://ClinicalTrials.gov/show/NCT00499889,United States,1,1,4,1
NCT00500266,Study Evaluating Safety of 13-Valent Pneumococcal Conjugate Vaccine in Healthy Elderly Subjects,Completed,No Results Available,Pneumococcal Infections,Biological: 13-valent Pneumococcal Conjugate Vaccine (13vPnC),Wyeth,Both,Senior,Phase III,1053,Industry,Interventional,Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Prevention,6115A1-3000,07/09/2007,01/05/2008,01/05/2009,03/02/2010,01/06/2009,,01/04/2009,Safety,http://ClinicalTrials.gov/show/NCT00500266,"United States, &nbsp; Germany, &nbsp; Sweden",0,NA,1,NA
NCT00500318,A Study of Exercise Endurance and Lung Hyperinflation in Patients With Moderate to Severe COPD,Completed,No Results Available,"Pulmonary Disease, Chronic Obstructive",Drug: Aclidinium Bromide,"Forest Laboratories|Laboratorios Almirall, SA",Both,Adult|Senior,Phase III,NA,Industry|Other,Interventional,Allocation: Randomized|Control: Placebo Control|Intervention Model: Parallel Assignment|Masking: Double-Blind,LAS-MD-CL26,07/10/2007,01/07/2007,NA,3/30/2009,01/03/2009,,01/03/2009,"Endurance time (ET) at 75% Wmax|Trough Forced Expiratory Volume in 1 second (FEV1), Inspiratory Capacity (IC), Functional Residual Capacity (FRC), IC/Total Lung Capacity (TLC) ratio, Safety",http://ClinicalTrials.gov/show/NCT00500318,United States,1,0,1,NA
NCT00500578,Intermittent Use of Aerosolized Ribavirin for Treatment of RSV,Completed,Has Results,Hematological Malignancies,Drug: Ribavirin|Drug: Ribavirin,M.D. Anderson Cancer Center|ICN Pharmaceuticals,Both,Child|Adult|Senior,Phase IV,51,Other|Industry,Interventional,Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,ID03-0010,07/10/2007,01/02/2003,01/01/2009,10/18/2010,01/10/2010,,01/01/2009,Occurrences of Pneumonia,http://ClinicalTrials.gov/show/NCT00500578,United States,1,1,2,1
NCT00501293,Evaluate the Safety and Efficacy of Methylphenidate Transdermal System (MTS) in Adolescents Aged 13-17 Years With ADHD,Completed,Has Results,Attention Deficit Hyperactivity Disorder,Drug: Methylphenidate Transdermal System,Shire Pharmaceutical Development,Both,Child,Phase III,163,Industry,Interventional,Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,SPD485-410,07/12/2007,01/08/2007,01/02/2009,01/03/2011,01/01/2011,,01/02/2009,Systolic Blood Pressure|Diastolic Blood Pressure|Pulse Rate|Electrocardiogram Results (QTcF Interval)|Post Sleep Questionnaire (PSQ) Quality of Sleep|Weight|Dermal Reactions|Change From Baseline in Attention Deficit Hyperactivity Disorder Rating Scale-fourth Edition (ADHD-RS-IV) Scores at 6 Months|Change From Baseline in Conner's Parent Rating Scale-revised Short Version (CPRS-R) at 6 Months|Number of Participants With Improvement on Clinical Global Impression-Improvement (CGI-I) Scores|Number of Participants With Improvement on Parent Global Assessment (PGA) Scores.|Change From Baseline in Youth Quality of Life-research Version (YQOL-R) Total Score at 6 Months,http://ClinicalTrials.gov/show/NCT00501293,United States,1,1,1,1
NCT00501540,Lithium for Low-Grade Neuroendocrine Tumors,Completed,No Results Available,Neuroendocrine Tumors,Drug: Lithium Carbonate,"University of Wisconsin, Madison|National Institutes of Health (NIH)",Both,Adult|Senior,Phase II,15,Other|NIH,Interventional,Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,CO07203|R21CA117117-01A2,7/13/2007,01/07/2007,01/06/2009,10/15/2010,01/10/2010,,01/06/2009,tumor response rate of patients with low-grade neuroendocrine tumors treated with lithium,http://ClinicalTrials.gov/show/NCT00501540,United States,1,1,1,0
NCT00501592,Study of INT-747 in Patients With Diabetes and Presumed NAFLD,Completed,No Results Available,"Diabetes Mellitus, Type II|Fatty Liver",Drug: INT-747,Intercept Pharmaceuticals,Both,Adult|Senior,Phase II,45,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",747-203,7/13/2007,01/07/2007,01/04/2009,04/07/2009,01/04/2009,,01/02/2009,The primary objective of assessing changes in insulin resistance and glucose homeostasis will be attained by performing a euglycemic clamp procedure at baseline (Day 0) and at the end of 6 weeks of treatment (Day 43).,http://ClinicalTrials.gov/show/NCT00501592,United States,1,0,1,NA
NCT00501644,Chemoimmunotherapy Study for Patients With Epithelial Ovarian Cancer,Completed,Has Results,Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cavity Cancer,Drug: Carboplatin|Drug: GM-CSF (Sargramostim)|Drug: Interferon Gamma,"M.D. Anderson Cancer Center|Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma|Bristol-Myers Squibb|InterMune",Female,Child|Adult|Senior,Phase II,59,Other|Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,ID02-231,07/12/2007,01/01/2003,01/01/2009,12/23/2010,01/12/2010,,01/01/2009,Number of Patients With Response,http://ClinicalTrials.gov/show/NCT00501644,United States,1,1,3,0
NCT00502216,Naltrexone and Varenicline: Weight Gain and Tolerability in Cigarette Smokers,Completed,Has Results,Smoking|Nicotine Dependence,Drug: Naltrexone|Drug: Varenicline,Yale University|National Institute on Alcohol Abuse and Alcoholism (NIAAA)|National Institute on Drug Abuse (NIDA),Both,Adult|Senior,Phase I|Phase II,40,Other|NIH,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment",NIAAA_TOL-AA15632|P50AA015632|NIH Grant P50-AA15632|NIH Grant K12-DA00167,7/13/2007,01/07/2007,01/06/2009,8/30/2010,01/08/2010,,01/06/2009,Weight Gain in Treatment Completers|Weight Gain in Participants Who Are Continuously Abstinent for the Last 4 Weeks of Treatment|Tolerability of the Combination of 25 mg Naltrexone and 2 mg Varenicline,http://ClinicalTrials.gov/show/NCT00502216,United States,1,1,2,0
NCT00502515,Dose-effect of SSR180575 in Diabetic Neuropathy,Completed,No Results Available,Diabetic Neuropathies,Drug: SSR180575|Drug: Placebo,Sanofi-Aventis,Both,Adult,Phase II,309,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",PDY5807,7/16/2007,01/07/2007,01/02/2009,1/19/2010,01/01/2010,,01/02/2009,"Rate of epidermal nerve fiber regeneration|Efficacy: change between baseline and 24 weeks of peripheral neuropathy assessed with nerve conduction studies, clinical evaluation, Total Neuropathy Score|Safety: physical examination, clinical laboratories, adverse event reporting",http://ClinicalTrials.gov/show/NCT00502515,United States,1,0,2,NA
NCT00503685,Study Using IMC-A12 (Cixutumumab) With or Without Cetuximab in Patients With Metastatic Colorectal Cancer Who Have Failed a Treatment Regimen That Consisted of a Prior Anti-EGFr Therapy,Completed,No Results Available,Colorectal Cancer,Biological: IMC-A12|Biological: cetuximab,ImClone LLC,Both,Adult|Senior,Phase II,65,Industry,Interventional,Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,13936|CP02-0657|CP13-0605,7/17/2007,01/06/2007,01/12/2009,10/12/2010,01/10/2010,,01/02/2009,"Objective response rate (ORR)|Progression-free survival (PFS)|Overall survival (OS)|Duration of stable disease (SD)|Duration of Overall response|Summary Listing of Participants Reporting Treatment-Emergent Adverse Events (AEs)|Summary Listing of Participants Reporting Treatment-Emergent Severe Adverse Events (SAEs)|Maximum concentration (Cmax)|Minimum concentration (Cmin)|Area under Serum Concentration (AUC)|Potential associations between KRAS mutations and response rate (cetuximab)|Evaluate tumors for expression of Type I IGF receptors (IGF-IR), IGF binding proteins (IGFBP2, IGFBP3), and related signaling molecules, and potential association|Evaluate tumors for expression of Type I IGF receptors (IGF-IR), IGF binding proteins (IGFBP2, IGFBP3), and related signaling molecules, and assess potential association",http://ClinicalTrials.gov/show/NCT00503685,United States,0,NA,2,NA
NCT00504140,Recombinant Interferon Alpha and Etoposide in Relapsed Osteosarcoma,Completed,No Results Available,Osteosarcoma,Drug: Etoposide|Drug: Interferon Alpha,M.D. Anderson Cancer Center|Schering-Plough,Both,Child|Adult|Senior,Phase II,30,Other|Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,P96-221,7/17/2007,01/11/1996,01/03/2009,8/18/2009,01/08/2009,,01/03/2009,Efficacy of combining IFN with etoposide for the treatment of relapsed osteosarcoma.,http://ClinicalTrials.gov/show/NCT00504140,United States,1,1,2,0
NCT00504166,Alendronate Prevents Microarchitectural Deterioration of Trabecular Bone in Early Postmenopausal Women,Completed,No Results Available,Osteopenia|Osteoporosis,Drug: alendronate,"University of California, San Francisco|Merck",Female,Adult,Phase IV,44,Other|Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Prevention",M250,7/17/2007,01/02/2006,01/04/2009,4/16/2009,01/01/2007,,01/03/2009,"Mean percent change from baseline in apparent trabecular number at the distal radius at 24 months of treatment with alendronate, 70 mg once a week as compared to placebo.",http://ClinicalTrials.gov/show/NCT00504166,United States,1,1,1,1
NCT00505076,Treatment Study for Cognitive Deficits in Schizophrenia,Completed,No Results Available,Schizophrenia,Drug: MK-0777|Drug: MK-0777|Drug: placebo,"University of California, Los Angeles|University of Maryland|Washington University School of Medicine|Massachusetts General Hospital|Nathan Kline Institute for Psychiatric Research|Columbia University|Duke University|Beth Israel Deaconess Medical Center",Both,Adult,Phase II,90,Other,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",TURNS02|HHSN 278200441003C,7/19/2007,01/07/2007,01/09/2009,1/13/2010,01/01/2010,TURNS,01/09/2009,Primary: MCCB: MATRICS Consensus Cognitive Battery|Secondary: UPSA: UCSD Performance-Based Skills Assessment; SCoRS: Schizophrenia Cognition Rating Scale,http://ClinicalTrials.gov/show/NCT00505076,United States,1,0,3,NA
NCT00505765,A Multicenter Study of NAP (AL-108) in Schizophrenia,Completed,No Results Available,Schizophrenia,Drug: AL-108|Drug: AL-108|Drug: placebo|Drug: placebo,"University of California, Los Angeles|University of Maryland|Washington University School of Medicine|Massachusetts General Hospital|Nathan Kline Institute for Psychiatric Research|Columbia University|Duke University|Beth Israel Deaconess Medical Center",Both,Adult,Phase II,60,Other,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",TURNS03|HHSN 278200441003C,7/20/2007,01/07/2007,01/04/2009,1/13/2010,01/01/2010,AL-108,01/04/2009,Primary: MCCB: MATRICS Consensus Cognitive Battery|Secondary: UPSA: UCSD Performance-Based Skills Assessment; SCoRS: Schizophrenia Cognition Rating Scale,http://ClinicalTrials.gov/show/NCT00505765,United States,1,0,4,NA
NCT00505921,Autologous and Allogenic Transplantation With Campath-1H for T-Cell Lymphoma,Completed,No Results Available,Lymphoma,Drug: Campath-1H,M.D. Anderson Cancer Center|Bayer,Both,Child|Adult|Senior,Phase II,28,Other|Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,ID02-645,7/20/2007,01/03/2003,01/11/2009,7/26/2010,01/07/2010,,01/11/2009,Full disease staging,http://ClinicalTrials.gov/show/NCT00505921,United States,1,1,1,1
NCT00506441,"A Phase 3, Randomized, Double Blind, Placebo-Controlled, Multi-Center, Withdrawal Study of MCI-196 in CKD on Dialysis With Hyperphosphatemia",Completed,No Results Available,Chronic Kidney Disease|Dialysis|Hyperphosphatemia,"Drug: MCI-196 (Colestilan(INN), Colestimide(JAN), CHOLEBINE?Û)|Drug: Placebo",Mitsubishi Tanabe Pharma Corporation,Both,Adult|Senior,Phase III,245,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",MCI-196-A05,7/24/2007,01/09/2007,01/09/2009,6/27/2010,01/06/2010,,01/09/2009,The change in serum phosphorus levels for MCI-196 and placebo|Change from baseline in serum phosphorus|Change from baseline in PTH|Change from baseline in Calcium|Change from baseline in Calcium x phosphorus ion product|Change from baseline in Total cholesterol|Change from baseline in LDL cholesterol|Change from baseline in HDL cholesterol|Change from baseline in VLDL cholesterol|Change from baseline in Triglyceride|Incidence of adverse events,http://ClinicalTrials.gov/show/NCT00506441,"United States, &nbsp; Puerto Rico",1,0,2,NA
NCT00506792,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of QAU145 in Patients With Cystic Fibrosis",Completed,No Results Available,Cystic Fibrosis,Drug: QAU145|Drug: Placebo,Novartis,Both,Adult,Phase II,9,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CQAU145A2201,7/22/2007,01/07/2007,NA,4/30/2009,01/04/2009,,01/04/2009,"Pharmacodynamic response to single intranasal doses of QAU145 in cystic fibrosis patients using nasal potential difference measurements up to 6 hours post-dose.|Safety and tolerability of single ascending doses assessed by nasal examinations, adverse events, medications, and a nasal symptom questionnaire. Pharmacokinetics up to 6 hours post-dose",http://ClinicalTrials.gov/show/NCT00506792,United States,1,0,2,NA
NCT00506922,Phase I/II Study of Pentostatin Combined With Tacrolimus and Mini-Methotrexate for GVHD Prevention After MUD BMT,Completed,No Results Available,Leukemia|Lymphoma,Drug: Pentostatin|Drug: Tacrolimus|Drug: Methotrexate,M.D. Anderson Cancer Center|SuperGen,Both,Child|Adult|Senior,Phase I|Phase II,150,Other|Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,ID00-132,7/20/2007,01/09/2000,01/11/2009,4/26/2010,01/04/2010,,01/11/2009,Number of Patients without GVHD at 100 days,http://ClinicalTrials.gov/show/NCT00506922,United States,1,1,3,0
NCT00510224,Sandostatin for Patients With Androgen Independent Prostate Cancer,Completed,No Results Available,Prostate Cancer,Drug: Sandostatin,"University of California, San Francisco|Novartis",Male,Child|Adult|Senior,Phase II,27,Other|Industry,Interventional,Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,UCSF055514,7/30/2007,01/07/2007,01/08/2009,09/03/2009,01/09/2009,,01/08/2009,To evaluate changes in prostate specific antigen (PSA) in patients with androgen independent prostate cancer who are treated with Sandostatin LAR.|To evaluate the effects of Sandostatin LAR on circulating levels of IGF-1 and IGF-Binding Protein 1. To evaluate the safety of Sandostatin. To evaluate the pre versus post treatment mitogenic effects.,http://ClinicalTrials.gov/show/NCT00510224,United States,1,1,1,1
NCT00510276,Treatment of Attention-Deficit/Hyperactivity Disorder (ADHD) With Atomoxetine in Young Adults and Its Effects on Functional Outcomes,Completed,Has Results,Attention Deficit Hyperactivity Disorder,Drug: Atomoxetine hydrochloride|Drug: Placebo,Eli Lilly and Company,Both,Adult,Phase IV,445,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",10803|B4Z-US-LYDZ,7/30/2007,01/08/2007,01/02/2009,04/07/2010,01/04/2010,,01/02/2009,Mean Change in the Conners' Adult ADHD Rating Scale-Investigator Rated: Screening Version (CAARS-Inv:SV) Total ADHD Symptom Score From Baseline to 12 Week Endpoint|Mean Change From Baseline to 12-Week Endpoint on the Adult Attention-Deficit/Hyperactivity Disorder (ADHD) Quality of Life-29 (AAQOL-29) Total Score|Mean Change From Baseline to 12-Week Endpoint on the Adult Attention-Deficit/Hyperactivity Disorder (ADHD) Quality of Life-29 (AAQOL-29) Relationship Subscale|Mean Change From Baseline to 12-Week Endpoint on the Adult Attention-Deficit/Hyperactivity Disorder (ADHD) Quality of Life-29 (AAQOL-29) Life Productivity Subscale|Mean Change From Baseline to 12-Week Endpoint on the Adult Attention-Deficit/Hyperactivity Disorder (ADHD) Quality of Life-29 (AAQOL-29) Psychological Health Subscale|Mean Change From Baseline to 12-Week Endpoint on the Adult Attention-Deficit/Hyperactivity Disorder (ADHD) Quality of Life-29 (AAQOL-29) Life Outlook Subscale|Mean Change From Baseline to 12 Week Endpoint in Clinical Global Impression-ADHD- Severity (CGI-ADHD-S)|Mean Change From Baseline to 12 Week Endpoint in CAARS Self Report (CAARS-S:SV) Total Score|Endpoint Scores in Patient Global Impression - Improvement (PGI-I)|Mean Change From Baseline to 12 Week Endpoint on the Montgomery Asberg Depression Rating Scale (MADRS)|Mean Change From Baseline to 12 Week Endpoint on the Beck Anxiety Inventory (BAI)|Correlation of Mean Changes From Baseline to 12 Week on the Adult ADHD Quality of Life-29 Total Score and of Conners' Adult Attention-Deficit/Hyperactivity Disorder Rating Scale-Investigator Rated:Screening Version Total Score|Mean Change From Baseline to 12 Week Endpoint on the Habits Timeline Followback (TLFB) Incidence for Use of Alcohol|Mean Change From Baseline to 12-Week Endpoint on the Habits Timeline Followback (TLFB) Incidence for Use of Caffeine|Mean Change From Baseline to 12-Week Endpoint on the Habits Timeline Followback (TLFB) Incidence for Use of Drugs|Mean Change From Baseline to 12-Week Endpoint on the Habits Timeline Followback (TLFB) Incidence for Use of Nicotine|Mean Change From Baseline to 12 Week Endpoint on the Habits Timeline Followback (TLFB) Incidence for Use of Marijuana|Mean Change From Baseline to 12 Week Endpoint on the Fagerstrom Test for Nicotine Dependence (FTND)|Mean Change From Baseline to 12 Week Endpoint on the Social Adaptation Self-Evaluation Scale (SASS)|Mean Change From Baseline to 12-Week Endpoint on the Driving Behavior Survey Self-Report|Mean Change From Baseline to 12-Week Endpoint on the Driving Behavior Survey-Other Report|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Behavioral Regulation Section Score|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Emotional Control Section Score|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - GEC Section Score|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Inconsistency Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Infrequency Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Inhibit Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Initiate Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Metacognition Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Negativity Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Organization of Materials Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Plan/Organize Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - SHIFT Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Self Monitor Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Task Monitor Section|Mean Change From Baseline to 12-Week Endpoint on the Behavior Rating Inventory of Executive Function-Adult Version Self Report (BRIEF-A) - Working Memory Section|Mean Change From Baseline to 12-Week Endpoint on the Epworth Sleepiness Scale (ESS)|Responders by Baseline Smoking Status|Strong Responders by Baseline Smoking Status,http://ClinicalTrials.gov/show/NCT00510276,"United States, &nbsp; Puerto Rico",1,1,2,1
