"","Rank","NCT.ID","Title","Recruitment","Study.Results","Conditions","Interventions","Sponsors","Gender","Age.Groups","Phases","Enrollment","Funded.Bys","Study.Types","Study.Designs","Other.IDs","First.Received","Start.Date","Completion.Date","Last.Updated","Last.Verified","Acronym","Primary.Completion.Date","Outcome.Measures","URL","study.location"
"37212",37212,"NCT00617344","Immunogenicity and Safety of Three Formulations of Dengue Vaccines in Healthy Adults Aged 18 to 45 Years in the US","Completed","No Results Available","Dengue Fever|Dengue Hemorrhagic Fever|Dengue Virus","Biological: ChimeriVax?ºÑ Tetravalent Dengue Vaccine|Biological: ChimeriVax?ºÑ Tetravalent Dengue Vaccine|Biological: ChimeriVax?ºÑ Tetravalent Dengue Vaccine","Sanofi-Aventis","Both","Adult","Phase II",260,"Industry","Interventional","Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","CYD12","February 6, 2008","01/04/2008",2010-02-01,"May 18, 2010","01/05/2010","",2009-12-01,"Neutralizing antibody titers to each of four dengue virus serotypes in 2 groups of subjects after the second vaccination|Safety: Adverse events in the first 28 days after each injection and SAEs during the entire trial. Immunogenicity: Neutralizing antibody titers to each of the dengue virus serotypes for each vaccine at baseline and 30 days after vaccinations","http://ClinicalTrials.gov/show/NCT00617344",NA
"37269",37269,"NCT00708344","ACTUAL: Efficacy and Safety of Irbesartan/Hydrochlorothiazide Combination","Completed","No Results Available","Hypertension","Drug: Irbesartan - Hydrochlorothiazide|Drug: Irbesartan - Hydrochlorothiazide","Sanofi-Aventis","Both","Adult|Senior","Phase IV",832,"Industry","Interventional","Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","IRBEH_R_02931","June 27, 2008","01/06/2008",2009-07-01,"July 15, 2010","01/07/2010","ACTUAL",2009-07-01,"Change in mean Systolic Blood Pressure|Change in mean Diastolic Blood Pressure","http://ClinicalTrials.gov/show/NCT00708344",NA
"37270",37270,"NCT00713544","A Proof of Concept and Dose Ranging Study in Patients With Rheumatoid Arthritis","Completed","No Results Available","Rheumatoid Arthritis","Drug: AZD5672|Drug: Etanercept|Drug: Placebo|Drug: AZD5672|Drug: AZD5672|Drug: AZD5672","AstraZeneca","Both","Adult|Senior","Phase II",360,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","D1710C00009","July 9, 2008","01/07/2008",2009-04-01,"August 24, 2009","01/08/2009","ESCAPE",2009-04-01,"ACR20|ACR50, ACR70, Hybrid ACR response, Individual ACR components, DAS 28|ESR|Safety outcomes","http://ClinicalTrials.gov/show/NCT00713544",NA
"37283",37283,"NCT00735644","Study of ChimeriVax?ºÑ-Japanese Encephalitis Vaccine in Toddlers in Thailand and the Philippines","Completed","No Results Available","Japanese Encephalitis|Hepatitis A","Biological: Japanese encephalitis vaccine|Biological: Japanese encephalitis vaccine|Biological: Japanese encephalitis vaccine|Biological: Japanese encephalitis vaccine (Acambis)|Biological: Hepatitis A vaccine","Sanofi-Aventis","Both","Child","Phase III",1199,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Prevention","JEC02","August 14, 2008","01/08/2008",2009-10-01,"October 23, 2009","01/10/2009","",2009-09-01,"Immunogenicity: To provide information concerning the immunogenicity of ChimeriVax?ºÑ-Japanese Encephalitis Vaccine.","http://ClinicalTrials.gov/show/NCT00735644",NA
"37290",37290,"NCT00747344","A Phase 3 Trial to Look at the Safety and Effectiveness of Ustekinumab in Korean and Taiwanese Subjects With Moderate to Severe Plaque-type Psoriasis","Completed","No Results Available","Psoriasis","Drug: CNTO 1275; Ustekinumab","Centocor, Inc.","Both","Adult|Senior","Phase III",121,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double-Blind|Primary Purpose: Treatment","CR015313","September 4, 2008","01/12/2008",2010-03-01,"September 30, 2010","01/09/2010","",2009-09-01,"The primary endpoints is the proportion of patients who achieve a Psoriasis Area and Severity Index (PASI) 75 respone at week 12.|The proportion of patients with a Physician's Global Assessment (PGA) score of cleared (0) or minimal (1) at Week 12 will be compared between the ustekinumab 45 mg group and the placebo group.","http://ClinicalTrials.gov/show/NCT00747344",NA
"37294",37294,"NCT00712244","DisCoVisc Versus DuoVisc, Healon5 and AmVisc Plus","Completed","Has Results","Cataract","Device: DisCoVisc|Device: DuoVisc|Device: Healon5|Device: Amvisc Plus","Alcon Research","Both","Adult|Senior","Phase IV",112,"Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single Blind (Subject)|Primary Purpose: Treatment","M07-014","July 7, 2008","01/10/2007",NA,"September 10, 2010","01/09/2010","",2009-04-01,"Corneal Endothelial Cell Loss|Percent Gain in Corneal Thickness.|Aqueous Signs - Corneal Edema|Aqueous Signs - Aqueous Flare|Aqueous Signs - Aqueous Cells|Intraocular Pressure (IOP)|Surgeon Survey - Anterior Chamber Dome Maintenance During Anterior Capsulotomy|Surgeon Surgey - Anterior Dome Maintenance During Phacoemulsification|Surgeon Surgey - Anterior Dome Maintenance During Intraocular Lens (IOL) Insertion","http://ClinicalTrials.gov/show/NCT00712244",NA
"37298",37298,"NCT00764244","Laser Versus Vitrectomy Versus Intravitreal Triamcinolone Injection for Diabetic Macular Edema","Completed","No Results Available","Diffuse Diabetic Macular Edema|Diabetes","Procedure: Vitrectomy|Drug: Intravitreal triamcinolone injections|Procedure: Laser photocoagulation","Assistance Publique - H??pitaux de Paris","Both","Adult|Senior","Phase III",72,"Other","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","P030426|MUL03010","September 30, 2008","01/01/2005",2009-12-01,"June 3, 2010","01/05/2010","VITRILASE",2009-12-01,"Percentage of patients with visual gain ??­ 3 ETDRS lines at 2 years|Central macular thickness on OCT|Percentage of patients with visual gain ??­ 3 ETDRS lines|Progression of lens opacities|Frequency of complications|Results analysis according to preoperative vitreous detachment, honeycomb macular edema on fluorescein angiography|Evolution of visual fiends and posterior vitreous detachment|Percentage of patients presenting an increase of 2 line or more of best corrected visual acuity on ETDRS charts|Percentage of patients presenting an decrease of 2 line or more of best corrected visual acuity on ETDRS charts|Scores ETDRS|Mean best corrected visual acuity during follow-up period|Progression of retinopathy diabetic in each group|Outcome in respect to posterior vitreal detachment (PVD) stage|PVD stage evolution during the follow-yp in laser and triamcinolone group|Evolution of visual field in each group","http://ClinicalTrials.gov/show/NCT00764244",NA
"37303",37303,"NCT00770744","Efficacy of Lu 31-130 in Patients With Schizophrenia","Completed","No Results Available","Schizophrenia","Drug: Zicronapine|Drug: Olanzapine","H. Lundbeck A/S","Both","Adult","Phase II",93,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","12396A|2008-000479-11","October 9, 2008","01/09/2008",2009-11-01,"July 1, 2010","01/07/2010","",2009-10-01,"Change in the Positive and Negative Syndrome Scale (PANSS) score from Baseline to Week 12|Change in cognitive symptoms using Assessment of Cognition in Schizophrenia (BACS) test battery. Change in Clinical Global Impression/Improvement (CGI-S/I) scores. Change in Calgary Depression Scale for Schizophrenia (CDSS) score. Safety assessments.","http://ClinicalTrials.gov/show/NCT00770744",NA
"37304",37304,"NCT00772044","Randomized Study of Provent Versus Sham Device to Treat Obstructive Sleep Apnea","Completed","No Results Available","Obstructive Sleep Apnea Hypopnea|OSA|OSAH","Device: Provent Professional Sleep Apnea Therapy Device|Device: Sham Device","Ventus Medical, Inc.","Both","Adult|Senior","Phase IV",250,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","C009","October 13, 2008","01/11/2008",2009-12-01,"March 31, 2010","01/03/2010","AERO",2009-09-01,"Comparison of difference in AHI at one-week in-lab polysomnography between \device on\"" and \""device off\"" nights","http://ClinicalTrials.gov/show/NCT00772044",NA
"37306",37306,"NCT00773344","Clinical Trial of the Combination of Trastuzumab (Herceptin) and Tanespimycin in Patients With Solid Tumors and Her2 Positive Metastatic Breast Cancer That Have Previously Failed Herceptin","Completed","No Results Available","Solid Tumors|Breast Cancer","Drug: Tanespimycin","Bristol-Myers Squibb","Both","Adult|Senior","Phase I|Phase II",25,"Industry","Interventional","Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CA200-001|KAG 122","October 15, 2008","01/12/2005",2009-08-01,"December 6, 2010","01/12/2010","",2009-05-01,"Objective tumor response rate (RECIST complete response, or partial response ) confirmed by CT and MRI as the preferred methods for tumor assessments and Chest x-ray is acceptable for pulmonary lesions|Kaplan-Meier estimates duration of response and time-to-event variables will be used (time to progression, progression-free survival, time to response, duration of response, time to treatment failure and overall survival)|Kaplan-Meier estimates duration of response and time-to-event variables will be used (time to progression, progression-free survival, time to response, duration of response, time to treatment failure and overall survival)|Kaplan-Meier estimates duration of response and time-to-event variables will be used (time to progression, progression-free survival, time to response, duration of response, time to treatment failure and overall survival)","http://ClinicalTrials.gov/show/NCT00773344",NA
"37318",37318,"NCT00788944","Determine The Percentage Of Depressed Outpatients Who Do Not Effectively Metabolize Extended-release Venlafaxine HCl","Completed","No Results Available","Depression","Procedure: blood draw","Wyeth","Both","Adult|Senior","Phase IV",971,"Industry","Interventional","Allocation: Non-Randomized|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Health Services Research","0600B1-4433|B2411001","November 7, 2008","01/10/2008",2009-07-01,"January 5, 2011","01/01/2011","",2009-07-01,"0-desmethyl venlafaxine/venlafaxine ratio (levels of the drug in the blood)|Determine the percentage of patients treated with extended-release venlafaxine HCl who are genotypic Poor Metabolizers.","http://ClinicalTrials.gov/show/NCT00788944",NA
"37329",37329,"NCT00814944","A Dose-Ranging Clinical Study to Assess the Safety and Efficacy of Subconjunctival Injection of Sirolimus in Patients With Dry Eye in the Controlled Adverse Environmental (CAE) Model","Completed","No Results Available","Dry Eye","Drug: Sirolimus|Drug: Sirolimus|Drug: Sirolimus|Drug: Sirolimus","Santen Inc.|MacuSight, Inc.","Both","Adult|Senior","Phase II",150,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","DES-001","December 23, 2008","01/04/2009",2009-10-01,"July 22, 2010","01/07/2010","",2009-10-01,"Mean corneal fluorescein staining (inferior region) after CAE exposure.|Mean ocular discomfort during CAE exposure.|Safety across treatment groups.|Additional evaluations of dry eye including fluorescein staining, lissamine green staining, conjunctival redness, tear film break-up time, blink rate, ocular protection index, Schirmer's Test, and corneal sensitivity.","http://ClinicalTrials.gov/show/NCT00814944",NA
"37361",37361,"NCT00808444","Primary Vaccination Study With a Pneumococcal Conjugate Vaccine in Healthy Children 6-12wks of Age","Completed","Has Results","Pneumococcal Disease|Streptococcus Pneumoniae Vaccines","Biological: Pneumococcal conjugate vaccine GSK1024850A (different lots)|Biological: Infanrix hexa|Biological: Infanrix-IPV/Hib|Biological: Rotarix","GlaxoSmithKline","Both","Child","Phase III",466,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Caregiver, Outcomes Assessor)|Primary Purpose: Prevention","111654","December 11, 2008","01/01/2009",2009-11-01,"January 6, 2011","01/01/2011","",2009-11-01,"Concentrations of Antibodies Against Vaccine Components of the Pneumococcal Vaccine|Concentration of Antibody Against Protein D (PD)|Number of Subjects With Anti-pneumococcal Vaccine Serotype Antibody Concentrations Equal to or Above 0.20 ??g/mL|Number of Subjects With Anti-pneumococcal Cross-reactive Serotype Concentrations Equal to or Above 0.20 ??g/mL|Number of Subjects With Opsonophagocytic Activity Against Vaccine Pneumococcal Serotypes|Number of Subjects With Opsonophagocytic Activity Against Cross-reactive Pneumococcal Serotypes|Opsonophagocytic Titers of Cross-reactive Pneumococcal Serotypes|Poliovirus Types 1, 2 and 3 Titers|Concentrations of Antibodies Against Diphteria Toxoid (DT) and Tetanus Toxoid (TT)|Concentration of Antibody Against Hepatitis B Surface Antigen (HBs)|Concentration of Antibody Against Rotavirus Immunoglobulin A (IgA)|Occurrence of Serious Adverse Events|Opsonophagocytic Titers of Vaccine Pneumococcal Serotypes|Number of Subjects With Solicited Local and General Symptoms.|Concentrations of Antibodies Against Pertussis Toxoid (PT), Filamentous Haemagglutinin (FHA), Pertactin (PRN)|Concentration of Antibody Against Polyribosyl-ribitol Phosphate (PRP)|Occurrence of Unsolicited Adverse Events","http://ClinicalTrials.gov/show/NCT00808444",NA
"37396",37396,"NCT00921544","Sucrose Analgesia for the Reduction of Pain During Retinopathy of Prematurity Screening","Completed","No Results Available","Retinopathy of Prematurity","Other: Sucrose|Other: Sterile water","Coombe Women and Infants University Hospital","Both","Child|Adult|Senior","Phase IV",40,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","Coombesucrose","June 10, 2009","01/08/2008",2009-03-01,"June 15, 2009","01/06/2009","",2009-03-01,"Pain profile score as assessed by NPASS|Number of adverse events","http://ClinicalTrials.gov/show/NCT00921544",NA
"37437",37437,"NCT00749944","Assessing Neuropsychiatric Symptoms Including Depression, Anxiety, Irritability, and Suicidal Thoughts or Behavior in Subjects Quitting Smoking on Varenicline Tartrate or Placebo","Completed","Has Results","Smoking Cessation","Drug: varenicline|Drug: placebo","Pfizer","Both","Adult|Senior","Phase IV",110,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment","A3051115","September 9, 2008","01/09/2008",2009-08-01,"August 24, 2010","01/08/2010","",2009-07-01,"Change From Baseline in the Profile of Mood States (POMS): Total Mood Disturbance (TMD)|Change From Baseline in the Profile of Mood States (POMS): Tension-Anxiety Subscale|Change From Baseline in the Profile of Mood States (POMS): Depression-Dejection Subscale|Change From Baseline in the Profile of Mood States (POMS): Anger-Hostility Subscale|Change From Baseline in the Profile of Mood States (POMS): Vigor Subscale|Change From Baseline in the Profile of Mood States (POMS): Fatigue Subscale|Change From Baseline in the Profile of Mood States (POMS): Confusion Subscale|Change From Baseline in the Montgomery-Asberg Depression Rating Scale (MADRS): Total Score|Change From Baseline in the Hamilton Anxiety Scale (HAM-A): Total Score|Change From Baseline in the Overt Aggression Scale (Modified) (OAS-m): Aggression Total Score|Change From Baseline in the Overt Aggression Scale (Modified) (OAS-m): Irritability Total Score|Change From Baseline in the Overt Aggression Scale (Modified) (OAS-m): Suicidality Total Score|Change From Baseline in the Social Dysfunction and Aggression Scale (SDAS): Total Score|Change From Baseline in the Barratt Impulsiveness Scale - Version 11 (BIS-11): Total Score|Change From Baseline in the Minnesota Nicotine Withdrawal Scale (MNWS): Total Score|Change From Baseline in the Minnesota Nicotine Withdrawal Scale (MNWS): Negative Affect Domain Subscale|Change From Baseline in the Minnesota Nicotine Withdrawal Scale (MNWS): Insomnia Domain Subscale|Change From Baseline in the Minnesota Nicotine Withdrawal Scale (MNWS): Urge to Smoke Subscale|Change From Baseline in the Minnesota Nicotine Withdrawal Scale (MNWS): Restlessness Subscale|Change From Baseline in the Minnesota Nicotine Withdrawal Scale (MNWS): Increased Appetite Subscale|Number of Participants Exceeding Thresholds for the Profile of Mood States (POMS): Total Score|Number of Participants Exceeding Thresholds for the Montgomery-Asberg Depression Rating Scale (MADRS): Total Score|Number of Participants Exceeding Thresholds for the Hamilton Anxiety Scale (HAM-A): Total Score|Number of Participants Exceeding Thresholds for the Overt Aggression Scale (Modified) (OAS-m): Agression Total Score|Number of Participants Exceeding Thresholds for the Overt Aggression Scale (Modified) (OAS-m): Irritability Total Score|Number of Participants Exceeding Thresholds for the Overt Aggression Scale (Modified) (OAS-m): Suicidality Total Score|Number of Participants Exceeding Thresholds for the Barratt Impulsiveness Scale - Version 11 (BIS-11): Total Score|Number of Participants Exceeding Thresholds for the Social Dysfunction and Aggression Scale (SDAS): Total Score|Number of Participants With Carbon Monoxide Confirmed Daily Smoking Cessation|Number of Participants With 7-day Point Prevalence of Abstinence (Smoking Cessation)|Change From Baseline in the Number of Cigarettes Smoked Per Day","http://ClinicalTrials.gov/show/NCT00749944",NA
"37455",37455,"NCT01025544","Study in Toddlers (12-18 Months) Comparing a Booster Dose of Vaxem Hib and Hiberix Vaccines for the Prevention of Haemophilus Influenzae Type b Infections in China","Completed","No Results Available","Haemophilus Influenzae Type b (Hib) Infection","Biological: Vaxem Hib (Haemophilus influenzae type b (Hib) vaccine)|Biological: Hiberix (Haemophilus influenzae type b (Hib) vaccine)","Novartis|Novartis Vaccines","Both","Child","Phase III",846,"Industry","Interventional","Allocation: Non-Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","M37P2E1","December 2, 2009","01/09/2009",2010-04-01,"July 29, 2010","01/07/2010","",2009-12-01,"Anti-PRP antibody levels at day 31 post booster|Solicited local and systemic reactions, AEs, and SAEs","http://ClinicalTrials.gov/show/NCT01025544",NA
"37458",37458,"NCT01028144","The Active by Choice Today (ACT) Trial to Increase Physical Activity","Completed","No Results Available","Exercise|Physical Activity|Obesity","Behavioral: Physical Activity Program|Behavioral: General Health Program","University of South Carolina|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","Both","Child","Phase I|Phase II",1422,"Other|NIH","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Prevention","Project ACT|R01HD045693","December 1, 2009","01/07/2004",2009-05-01,"December 9, 2009","01/12/2009","ACT",2009-05-01,"moderate to vigorous physical activity (based on accelerometry estimates)|moderate to vigorous physical activity during the intervention (based on accelerometry estimates)","http://ClinicalTrials.gov/show/NCT01028144",NA
"37557",37557,"NCT01185444","Efficacy of Three Weekly Injections of a Bacterial-- Sourced Hyaluronate on Pain and Function in Patients With Knee Osteoarthritis (OA)","Completed","No Results Available","Hyaluronate|Osteoarthritis|Knee","Procedure: Hya-Joint|Procedure: Hyalgan","Kaohsiung Veterans General Hospital.","Both","Adult|Senior","Phase II",89,"Other","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment","VGHKS97-CT9-12","August 13, 2010","01/02/2009",2009-12-01,"August 19, 2010","01/12/2008","",2009-12-01,"visual analog scale|Lequesne index|Timed \ Up-and-Go\"" test|the level of global satisfaction""","http://ClinicalTrials.gov/show/NCT01185444",NA
"37592",37592,"NCT01242644","Comparison of a Pain Pump Versus Injectable Medication for Analgesia in Knee Arthroscopy","Completed","No Results Available","Pain","Device: pain pump containing ropivacaine|Device: saline pain pump with injectable medication|Drug: ropivacaine, ketorolac , morphine sulfate","University of South Alabama","Both","Adult|Senior","Phase II",49,"Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","06-230","November 11, 2010","01/10/2006",2010-06-01,"November 15, 2010","01/11/2010","",2009-10-01,"VAS Pain Score|Radiographic Arthritis","http://ClinicalTrials.gov/show/NCT01242644",NA
"37603",37603,"NCT01259544","BreathID?ó Test: A Non-invasive Modality to Detect Pancreatic Exocrine Insufficiency","Completed","No Results Available","Chronic Pancreatitis|Healthy Volunteers","Drug: benzoyl-L-tyrosyl-[1-13C]alanine (Bz-Tyr-Ala)|Drug: benzoyl-L-tyrosyl-[1-13C]alanine (Bz-Tyr-Ala)","Exalenz Bioscience LTD.|Virginia Commonwealth University Medical Center, Richmond, VA, USA|Asian Institute of Gastroenterology, Hyderabad, India","Both","Adult|Senior","Phase II",33,"Industry|Other","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Masking: Single Blind (Subject)|Primary Purpose: Diagnostic","CP-EX-110","December 12, 2010","01/01/2009",2009-03-01,"December 13, 2010","01/12/2010","",2009-02-01,"To assess the pancreatic exocrine insufficiency using a 13C labeled di-peptide breath tests in patients with chronic pancreatitis(CP) and show correlation with secretin stimulated endoscopic Pancreatic Function Test (ePFT).|To assess the ability to differentiate between non patients with chronic pancreatitis and those without.","http://ClinicalTrials.gov/show/NCT01259544",NA
"37685",37685,"NCT00052845","Docetaxel, Estramustine, and Exisulind in Treating Patients With Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy","Completed","No Results Available","Prostate Cancer","Drug: docetaxel|Drug: estramustine phosphate sodium|Drug: exisulind","Cancer and Leukemia Group B|National Cancer Institute (NCI)","Male","Adult|Senior","Phase II",NA,"Other|NIH","Interventional","Masking: Open Label|Primary Purpose: Treatment","CDR0000258766|CALGB-90004","January 24, 2003","01/11/2002",NA,"November 16, 2009","01/12/2003","",2009-08-01,"","http://ClinicalTrials.gov/show/NCT00052845",NA
"37696",37696,"NCT00077545","3-AP Plus Cisplatin in Treating Patients With Recurrent or Metastatic Adenocarcinoma of the Esophagus or Gastroesophageal Junction","Completed","No Results Available","Esophageal Cancer","Drug: cisplatin|Drug: triapine","University of Chicago|National Cancer Institute (NCI)","Both","Adult|Senior","Phase II",NA,"Other|NIH","Interventional","Masking: Open Label|Primary Purpose: Treatment","CDR0000352307|UCCRC-12765A|NCI-6285","February 10, 2004","01/01/2004",NA,"July 21, 2009","01/12/2005","",2009-07-01,"Objective response rate (complete and partial)|Duration of response|Progression-free survival|Overall survival|Toxicity|Improvement in dysphagia","http://ClinicalTrials.gov/show/NCT00077545",NA
"37712",37712,"NCT00100945","Gefitinib in Treating Patients With Locally Advanced Esophageal Cancer","Completed","No Results Available","Esophageal Cancer","Drug: gefitinib|Procedure: adjuvant therapy","North Central Cancer Treatment Group|National Cancer Institute (NCI)","Both","Adult|Senior","Phase II",72,"Other|NIH","Interventional","Masking: Open Label|Primary Purpose: Treatment","CDR0000407534|NCCTG-N0342","January 7, 2005","01/07/2005",NA,"October 13, 2009","01/10/2009","",2009-10-01,"1-year overall survival rate|Survival time|Disease-free survival|Time to disease recurrence|Time to treatment failure|Quality of life|Toxicity","http://ClinicalTrials.gov/show/NCT00100945",NA
"37795",37795,"NCT00150345","Immediate vs. Deferred Empirical Antifungal Treatment With Voriconazole In Neutropenic Patients","Completed","Has Results","Possible Fungal Infection","Drug: voriconazole (Vfend)|Drug: voriconazole (Vfend)","Pfizer|Infectious Diseases Working Party (AGIHO) of the German Society of Hematology and Oncology (DGHO)","Both","Adult|Senior","Phase III",147,"Industry|Other","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","A1501029","September 6, 2005","01/01/2005",2009-04-01,"August 26, 2010","01/08/2010","IDEA",2009-04-01,"Number of Subjects With Proven or Probable Invasive Fungal Infections (IFI): Complete Case Analysis|Number of Subjects With Defervescence Day 5 (4 Days After Initiation of Study Treatment)|Number of Subjects With Defervescence Day 9 (8 Days After Initiation of Study Treatment)|Time to Continuous Defervescence|Number of Subjects Per Reason for Lack of Defervescence|Number of Subjects That Died on or Before Day 28 (Mortality)|Time to Negative Panfungal Polymerase Chain Reaction (PCR)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association of Positive PCR Assessments With Achievement of Continuous Defervescence (Yes)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association of Positive PCR Assessments With Achievement of Continuous Defervescence (No)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Age|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Gender|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Primary Underlying Neoplastic Disease|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Planned Allogeneic Transplants|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Concomitant Fluconazole|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Neutrophil Count >500 uL|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With C-reactive Protein Level >1.25 Times the Upper Limit of Normal (x ULN)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Fungal Species Identified|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Fungal Species Identified (Aspergillus Spp=Yes)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Proven or Probable IFI (Complete Cases) Between Day 2 and Day 28|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Defervescence Day 5 (4 Days After Initiation of Study Treatment)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Defervescence (Yes) by Day 9 (8 Days After Initiation of Study Treatment)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Defervescence (No) by Day 9 (8 Days After Initiation of Study Treatment)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Time to Defervescence|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Reasons for Lack of Continuous Defervescence (No)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Reasons for Lack of Continuous Defervescence: Unknown Infection (Yes)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Mortality by Day 28 (Alive)|Course of Positive Panfungal PCR Assessments to Explanatory Variables: Association With Mortality by Day 28 (Died)|Number of Subjects Assessed as Needing Further Antineoplastic Therapy as Planned|Number of Subjects With Reasons Why Antineoplastic Therapy Not Continued as Planned","http://ClinicalTrials.gov/show/NCT00150345",NA
"37890",37890,"NCT00366145","Efficacy and Safety of Adult Human Mesenchymal Stem Cells to Treat Patients Who Have Failed to Respond to Steroid Treatment for Acute Graft Versus Host Disease (GVHD)","Completed","No Results Available","Graft Versus Host Disease","Biological: Mesenchymal Stem Cells|Biological: placebo","Osiris Therapeutics","Both","Child|Adult|Senior","Phase III",240,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","280","August 17, 2006","01/07/2006",2009-05-01,"August 26, 2009","01/08/2009","",2009-05-01,"Complete Response of greater than or equal to 28 days duration|Survival at 180 days post first infusion","http://ClinicalTrials.gov/show/NCT00366145",NA
